subject_id,block_id,trial_no,choice_location,outcomeA,outcomeB,chosen_reward,option_left,option_right,choiceprobA,choiceprobB
2,1,26,right,5,6,6,A,B,0,1
2,1,27,right,5,7,7,A,B,0,1
2,1,28,right,2,3,3,A,B,0,1
2,1,29,right,2,3,3,A,B,0,1
2,1,30,right,5,6,6,A,B,0,1
2,2,1,right,4,6,6,A,B,0,1
2,2,2,right,4,1,1,A,B,0,1
2,2,3,left,9,6,9,A,B,1,0
2,2,4,left,4,6,4,A,B,1,0
2,2,5,left,4,6,4,A,B,1,0
2,2,6,left,4,6,4,A,B,1,0
2,2,7,left,9,6,9,A,B,1,0
2,2,8,left,4,6,4,A,B,1,0
2,2,9,right,4,6,6,A,B,0,1
2,2,10,right,4,1,1,A,B,0,1
2,2,11,right,4,6,6,A,B,0,1
2,2,12,right,4,1,1,A,B,0,1
2,2,13,right,4,6,6,A,B,0,1
2,2,14,right,4,6,6,A,B,0,1
2,2,15,right,9,6,6,A,B,0,1
2,2,16,right,4,6,6,A,B,0,1
2,2,17,right,4,6,6,A,B,0,1
2,2,18,right,4,1,1,A,B,0,1
2,2,19,right,9,6,6,A,B,0,1
2,2,20,right,4,6,6,A,B,0,1
2,2,21,right,9,6,6,A,B,0,1
2,2,22,right,4,6,6,A,B,0,1
2,2,23,right,4,1,1,A,B,0,1
2,2,24,left,4,6,4,A,B,1,0
2,2,25,left,4,6,4,A,B,1,0
2,2,26,left,4,1,4,A,B,1,0
2,2,27,left,4,6,4,A,B,1,0
2,2,28,left,9,6,9,A,B,1,0
2,2,29,left,4,6,4,A,B,1,0
2,2,30,left,4,6,4,A,B,1,0
2,3,1,-1000,4,6,-1000,B,A,-1000,-1000
2,3,2,-1000,4,6,-1000,B,A,-1000,-1000
2,3,3,-1000,4,6,-1000,B,A,-1000,-1000
2,3,4,-1000,4,6,-1000,B,A,-1000,-1000
2,3,5,-1000,4,6,-1000,B,A,-1000,-1000
2,3,6,-1000,4,1,-1000,B,A,-1000,-1000
2,3,7,-1000,4,6,-1000,B,A,-1000,-1000
2,3,8,-1000,4,6,-1000,B,A,-1000,-1000
2,3,9,-1000,4,6,-1000,B,A,-1000,-1000
2,3,10,-1000,9,6,-1000,B,A,-1000,-1000
2,3,11,-1000,4,6,-1000,B,A,-1000,-1000
2,3,12,-1000,4,6,-1000,B,A,-1000,-1000
2,3,13,-1000,4,6,-1000,B,A,-1000,-1000
2,3,14,-1000,4,6,-1000,B,A,-1000,-1000
2,3,15,-1000,4,6,-1000,B,A,-1000,-1000
2,3,16,-1000,4,6,-1000,B,A,-1000,-1000
2,3,17,-1000,4,6,-1000,B,A,-1000,-1000
2,3,18,-1000,4,6,-1000,B,A,-1000,-1000
2,3,19,-1000,4,6,-1000,B,A,-1000,-1000
2,3,20,-1000,4,6,-1000,B,A,-1000,-1000
2,3,21,-1000,4,6,-1000,B,A,-1000,-1000
2,3,22,-1000,4,6,-1000,B,A,-1000,-1000
2,3,23,-1000,4,6,-1000,B,A,-1000,-1000
2,3,24,-1000,4,6,-1000,B,A,-1000,-1000
2,3,25,-1000,9,6,-1000,B,A,-1000,-1000
2,3,26,-1000,4,1,-1000,B,A,-1000,-1000
2,3,27,-1000,4,6,-1000,B,A,-1000,-1000
2,3,28,-1000,4,6,-1000,B,A,-1000,-1000
2,3,29,-1000,4,6,-1000,B,A,-1000,-1000
2,3,30,-1000,4,6,-1000,B,A,-1000,-1000
2,4,1,left,9,1,1,B,A,0,1
2,4,2,right,9,6,9,B,A,1,0
2,4,3,right,4,1,4,B,A,1,0
2,4,4,right,4,6,4,B,A,1,0
2,4,5,right,9,1,9,B,A,1,0
2,4,6,right,9,6,9,B,A,1,0
2,4,7,right,4,1,4,B,A,1,0
2,4,8,right,4,1,4,B,A,1,0
2,4,9,right,9,6,9,B,A,1,0
2,4,10,right,4,6,4,B,A,1,0
2,4,11,right,4,6,4,B,A,1,0
2,4,12,right,4,6,4,B,A,1,0
2,4,13,right,4,6,4,B,A,1,0
2,4,14,right,4,6,4,B,A,1,0
2,4,15,right,4,6,4,B,A,1,0
2,4,16,left,4,1,1,B,A,0,1
2,4,17,right,9,1,9,B,A,1,0
2,4,18,right,4,6,4,B,A,1,0
2,4,19,right,9,6,9,B,A,1,0
2,4,20,right,4,6,4,B,A,1,0
2,4,21,right,4,1,4,B,A,1,0
2,4,22,right,4,6,4,B,A,1,0
2,4,23,right,4,6,4,B,A,1,0
2,4,24,right,4,6,4,B,A,1,0
2,4,25,right,9,6,9,B,A,1,0
2,4,26,right,4,6,4,B,A,1,0
2,4,27,right,9,1,9,B,A,1,0
2,4,28,right,9,6,9,B,A,1,0
2,4,29,right,4,1,4,B,A,1,0
2,4,30,right,4,6,4,B,A,1,0
3,1,1,left,4,6,4,A,B,1,0
3,1,2,right,9,3,3,A,B,0,1
3,1,3,left,6,7,6,A,B,1,0
3,1,4,left,5,6,5,A,B,1,0
3,1,5,right,4,5,5,A,B,0,1
3,1,6,right,4,5,5,A,B,0,1
3,1,7,left,8,7,8,A,B,1,0
3,1,8,left,8,6,8,A,B,1,0
3,1,9,right,8,5,5,A,B,0,1
3,1,10,left,5,6,5,A,B,1,0
3,1,11,right,3,5,5,A,B,0,1
3,1,12,right,6,8,8,A,B,0,1
3,1,13,right,6,7,7,A,B,0,1
3,1,14,left,7,6,7,A,B,1,0
3,1,15,left,7,8,7,A,B,1,0
3,1,16,right,5,6,6,A,B,0,1
3,1,17,right,7,4,4,A,B,0,1
3,1,18,left,5,6,5,A,B,1,0
3,1,19,left,5,6,5,A,B,1,0
3,1,20,left,4,5,4,A,B,1,0
3,1,21,left,6,4,6,A,B,1,0
3,1,22,right,6,8,8,A,B,0,1
3,1,23,right,6,7,7,A,B,0,1
3,1,24,right,7,4,4,A,B,0,1
3,1,25,left,7,8,7,A,B,1,0
3,1,26,right,7,4,4,A,B,0,1
3,1,27,right,6,9,9,A,B,0,1
3,1,28,right,8,5,5,A,B,0,1
3,1,29,left,6,7,6,A,B,1,0
3,1,30,right,5,7,7,A,B,0,1
3,2,1,right,4,6,4,B,A,1,0
3,2,2,right,4,6,4,B,A,1,0
3,2,3,left,9,6,6,B,A,0,1
3,2,4,right,4,1,4,B,A,1,0
3,2,5,left,4,6,6,B,A,0,1
3,2,6,left,4,6,6,B,A,0,1
3,2,7,right,4,6,4,B,A,1,0
3,2,8,left,4,1,1,B,A,0,1
3,2,9,right,4,6,4,B,A,1,0
3,2,10,right,9,6,9,B,A,1,0
3,2,11,right,4,6,4,B,A,1,0
3,2,12,right,4,1,4,B,A,1,0
3,2,13,right,4,6,4,B,A,1,0
3,2,14,right,4,6,4,B,A,1,0
3,2,15,left,9,6,6,B,A,0,1
3,2,16,right,4,1,4,B,A,1,0
3,2,17,right,4,6,4,B,A,1,0
3,2,18,right,4,6,4,B,A,1,0
3,2,19,left,4,6,6,B,A,0,1
3,2,20,left,9,6,6,B,A,0,1
3,2,21,right,4,6,4,B,A,1,0
3,2,22,left,4,6,6,B,A,0,1
3,2,23,left,4,1,1,B,A,0,1
3,2,24,right,9,6,9,B,A,1,0
3,2,25,right,4,6,4,B,A,1,0
3,2,26,right,4,6,4,B,A,1,0
3,2,27,right,4,6,4,B,A,1,0
3,2,28,right,4,1,4,B,A,1,0
3,2,29,right,4,6,4,B,A,1,0
3,2,30,left,9,6,6,B,A,0,1
3,3,1,left,4,6,6,B,A,0,1
3,3,2,left,4,6,6,B,A,0,1
3,3,3,right,4,1,4,B,A,1,0
3,3,4,right,4,6,4,B,A,1,0
3,3,5,right,4,6,4,B,A,1,0
3,3,6,right,4,6,4,B,A,1,0
3,3,7,right,4,6,4,B,A,1,0
3,3,8,right,4,6,4,B,A,1,0
3,3,9,left,4,6,6,B,A,0,1
3,3,10,left,4,6,6,B,A,0,1
3,3,11,left,4,6,6,B,A,0,1
3,3,12,left,4,6,6,B,A,0,1
3,3,13,left,4,6,6,B,A,0,1
3,3,14,left,9,6,6,B,A,0,1
3,3,15,left,4,6,6,B,A,0,1
3,3,16,left,4,6,6,B,A,0,1
3,3,17,left,4,6,6,B,A,0,1
3,3,18,left,4,6,6,B,A,0,1
3,3,19,left,9,6,6,B,A,0,1
3,3,20,left,4,6,6,B,A,0,1
3,3,21,left,4,6,6,B,A,0,1
3,3,22,left,4,6,6,B,A,0,1
3,3,23,right,4,6,4,B,A,1,0
3,3,24,right,4,6,4,B,A,1,0
3,3,25,left,4,6,6,B,A,0,1
3,3,26,left,4,1,1,B,A,0,1
3,3,27,left,4,6,6,B,A,0,1
3,3,28,left,4,6,6,B,A,0,1
3,3,29,left,4,6,6,B,A,0,1
3,3,30,left,4,6,6,B,A,0,1
3,4,1,-1000,4,6,-1000,B,A,-1000,-1000
3,4,2,-1000,4,1,-1000,B,A,-1000,-1000
3,4,3,-1000,4,1,-1000,B,A,-1000,-1000
3,4,4,-1000,9,1,-1000,B,A,-1000,-1000
3,4,5,-1000,4,6,-1000,B,A,-1000,-1000
3,4,6,-1000,4,6,-1000,B,A,-1000,-1000
3,4,7,-1000,9,6,-1000,B,A,-1000,-1000
3,4,8,-1000,4,6,-1000,B,A,-1000,-1000
3,4,9,-1000,4,6,-1000,B,A,-1000,-1000
3,4,10,-1000,9,1,-1000,B,A,-1000,-1000
3,4,11,-1000,4,6,-1000,B,A,-1000,-1000
3,4,12,-1000,9,6,-1000,B,A,-1000,-1000
3,4,13,-1000,9,1,-1000,B,A,-1000,-1000
3,4,14,-1000,4,6,-1000,B,A,-1000,-1000
3,4,15,-1000,4,6,-1000,B,A,-1000,-1000
3,4,16,-1000,4,1,-1000,B,A,-1000,-1000
3,4,17,-1000,4,6,-1000,B,A,-1000,-1000
3,4,18,-1000,4,1,-1000,B,A,-1000,-1000
3,4,19,-1000,4,6,-1000,B,A,-1000,-1000
3,4,20,-1000,9,6,-1000,B,A,-1000,-1000
3,4,21,-1000,9,6,-1000,B,A,-1000,-1000
3,4,22,-1000,4,6,-1000,B,A,-1000,-1000
3,4,23,-1000,4,1,-1000,B,A,-1000,-1000
3,4,24,-1000,9,6,-1000,B,A,-1000,-1000
3,4,25,-1000,4,1,-1000,B,A,-1000,-1000
3,4,26,-1000,9,6,-1000,B,A,-1000,-1000
3,4,27,-1000,9,6,-1000,B,A,-1000,-1000
3,4,28,-1000,4,6,-1000,B,A,-1000,-1000
3,4,29,-1000,4,6,-1000,B,A,-1000,-1000
3,4,30,-1000,4,1,-1000,B,A,-1000,-1000
4,1,1,left,7,9,9,B,A,0,1
4,1,2,left,6,8,8,B,A,0,1
4,1,3,left,3,7,7,B,A,0,1
4,1,4,left,4,5,5,B,A,0,1
4,1,5,left,6,5,5,B,A,0,1
4,1,6,right,7,5,7,B,A,1,0
4,1,7,right,3,4,3,B,A,1,0
4,1,8,left,9,4,4,B,A,0,1
4,1,9,right,1,5,1,B,A,1,0
4,1,10,left,2,3,3,B,A,0,1
4,1,11,right,1,3,1,B,A,1,0
4,1,12,right,5,6,5,B,A,1,0
4,1,13,left,5,3,3,B,A,0,1
4,1,14,left,8,2,2,B,A,0,1
4,1,15,right,6,7,6,B,A,1,0
4,1,16,right,5,6,5,B,A,1,0
4,1,17,right,4,6,4,B,A,1,0
4,1,18,right,5,4,5,B,A,1,0
4,1,19,right,8,9,8,B,A,1,0
4,1,20,left,7,1,1,B,A,0,1
4,1,21,left,5,6,6,B,A,0,1
4,1,22,left,9,5,5,B,A,0,1
4,1,23,left,6,7,7,B,A,0,1
4,1,24,right,3,4,3,B,A,1,0
4,1,25,right,2,3,2,B,A,1,0
4,1,26,right,4,1,4,B,A,1,0
4,1,27,left,3,5,5,B,A,0,1
4,1,28,left,4,2,2,B,A,0,1
4,1,29,left,7,8,8,B,A,0,1
4,1,30,left,5,7,7,B,A,0,1
4,2,1,-1000,4,1,-1000,A,B,-1000,-1000
4,2,2,-1000,9,6,-1000,A,B,-1000,-1000
4,2,3,-1000,4,6,-1000,A,B,-1000,-1000
4,2,4,-1000,4,6,-1000,A,B,-1000,-1000
4,2,5,-1000,4,6,-1000,A,B,-1000,-1000
4,2,6,-1000,4,6,-1000,A,B,-1000,-1000
4,2,7,-1000,4,1,-1000,A,B,-1000,-1000
4,2,8,-1000,4,6,-1000,A,B,-1000,-1000
4,2,9,-1000,9,6,-1000,A,B,-1000,-1000
4,2,10,-1000,4,6,-1000,A,B,-1000,-1000
4,2,11,-1000,9,1,-1000,A,B,-1000,-1000
4,2,12,-1000,4,6,-1000,A,B,-1000,-1000
4,2,13,-1000,4,6,-1000,A,B,-1000,-1000
4,2,14,-1000,4,6,-1000,A,B,-1000,-1000
4,2,15,-1000,4,6,-1000,A,B,-1000,-1000
4,2,16,-1000,4,6,-1000,A,B,-1000,-1000
4,2,17,-1000,9,6,-1000,A,B,-1000,-1000
4,2,18,-1000,4,6,-1000,A,B,-1000,-1000
4,2,19,-1000,4,1,-1000,A,B,-1000,-1000
4,2,20,-1000,4,6,-1000,A,B,-1000,-1000
4,2,21,-1000,4,1,-1000,A,B,-1000,-1000
4,2,22,-1000,4,6,-1000,A,B,-1000,-1000
4,2,23,-1000,4,6,-1000,A,B,-1000,-1000
4,2,24,-1000,4,6,-1000,A,B,-1000,-1000
4,2,25,-1000,9,6,-1000,A,B,-1000,-1000
4,2,26,-1000,4,6,-1000,A,B,-1000,-1000
4,2,27,-1000,4,1,-1000,A,B,-1000,-1000
4,2,28,-1000,9,6,-1000,A,B,-1000,-1000
4,2,29,-1000,4,6,-1000,A,B,-1000,-1000
4,2,30,-1000,4,6,-1000,A,B,-1000,-1000
4,3,1,left,4,6,6,B,A,0,1
4,3,2,left,4,6,6,B,A,0,1
4,3,3,left,4,6,6,B,A,0,1
4,3,4,left,9,6,6,B,A,0,1
4,3,5,right,4,6,4,B,A,1,0
4,3,6,left,4,6,6,B,A,0,1
4,3,7,left,4,6,6,B,A,0,1
4,3,8,right,4,6,4,B,A,1,0
4,3,9,right,4,1,4,B,A,1,0
4,3,10,left,4,6,6,B,A,0,1
4,3,11,left,4,6,6,B,A,0,1
4,3,12,left,4,6,6,B,A,0,1
4,3,13,right,4,6,4,B,A,1,0
4,3,14,right,4,6,4,B,A,1,0
4,3,15,right,4,6,4,B,A,1,0
4,3,16,left,4,6,6,B,A,0,1
4,3,17,left,4,6,6,B,A,0,1
4,3,18,left,4,6,6,B,A,0,1
4,3,19,left,4,6,6,B,A,0,1
4,3,20,left,4,6,6,B,A,0,1
4,3,21,left,4,6,6,B,A,0,1
4,3,22,left,4,6,6,B,A,0,1
4,3,23,left,4,6,6,B,A,0,1
4,3,24,left,4,6,6,B,A,0,1
4,3,25,left,4,6,6,B,A,0,1
4,3,26,left,4,6,6,B,A,0,1
4,3,27,left,4,1,1,B,A,0,1
4,3,28,left,9,6,6,B,A,0,1
4,3,29,right,4,6,4,B,A,1,0
4,3,30,left,4,6,6,B,A,0,1
4,4,1,left,4,6,4,A,B,1,0
4,4,2,right,4,6,6,A,B,0,1
4,4,3,right,4,1,1,A,B,0,1
4,4,4,right,9,6,6,A,B,0,1
4,4,5,right,4,1,1,A,B,0,1
4,4,6,left,9,6,9,A,B,1,0
4,4,7,left,4,6,4,A,B,1,0
4,4,8,left,4,6,4,A,B,1,0
4,4,9,right,4,6,6,A,B,0,1
4,4,10,right,4,1,1,A,B,0,1
4,4,11,left,9,6,9,A,B,1,0
4,4,12,left,9,1,9,A,B,1,0
4,4,13,right,9,1,1,A,B,0,1
4,4,14,right,4,6,6,A,B,0,1
4,4,15,right,4,6,6,A,B,0,1
4,4,16,right,4,1,1,A,B,0,1
4,4,17,left,9,6,9,A,B,1,0
4,4,18,left,9,6,9,A,B,1,0
4,4,19,left,4,1,4,A,B,1,0
4,4,20,left,4,6,4,A,B,1,0
4,4,21,right,4,6,6,A,B,0,1
4,4,22,left,4,6,4,A,B,1,0
4,4,23,left,4,1,4,A,B,1,0
4,4,24,left,9,1,9,A,B,1,0
4,4,25,left,9,6,9,A,B,1,0
4,4,26,right,4,6,6,A,B,0,1
4,4,27,right,9,6,6,A,B,0,1
4,4,28,left,4,6,4,A,B,1,0
4,4,29,left,4,6,4,A,B,1,0
4,4,30,left,4,1,4,A,B,1,0
5,1,1,right,5,7,7,A,B,0,1
5,1,2,right,7,5,5,A,B,0,1
5,1,3,left,7,3,7,A,B,1,0
5,1,4,right,5,1,1,A,B,0,1
5,1,5,left,3,4,3,A,B,1,0
5,1,6,left,8,4,8,A,B,1,0
5,1,7,left,6,7,6,A,B,1,0
5,1,8,left,3,4,3,A,B,1,0
5,1,9,left,4,5,4,A,B,1,0
5,1,10,left,6,7,6,A,B,1,0
5,1,11,left,6,2,6,A,B,1,0
5,1,12,left,4,6,4,A,B,1,0
5,1,13,right,3,5,5,A,B,0,1
5,1,14,right,9,4,4,A,B,0,1
5,1,15,left,3,5,3,A,B,1,0
5,1,16,left,8,2,8,A,B,1,0
5,1,17,left,1,5,1,A,B,1,0
5,1,18,left,4,3,4,A,B,1,0
5,1,19,left,2,3,2,A,B,1,0
5,1,20,left,5,6,5,A,B,1,0
5,1,21,right,4,6,6,A,B,0,1
5,1,22,right,7,8,8,A,B,0,1
5,1,23,right,6,7,7,A,B,0,1
5,1,24,left,2,3,2,A,B,1,0
5,1,25,right,5,6,6,A,B,0,1
5,1,26,right,7,4,4,A,B,0,1
5,1,27,left,5,8,5,A,B,1,0
5,1,28,right,6,5,5,A,B,0,1
5,1,29,left,5,6,5,A,B,1,0
5,1,30,right,4,9,9,A,B,0,1
5,2,1,-1000,4,6,-1000,B,A,-1000,-1000
5,2,2,-1000,4,6,-1000,B,A,-1000,-1000
5,2,3,-1000,4,6,-1000,B,A,-1000,-1000
5,2,4,-1000,4,6,-1000,B,A,-1000,-1000
5,2,5,-1000,9,1,-1000,B,A,-1000,-1000
5,2,6,-1000,4,6,-1000,B,A,-1000,-1000
5,2,7,-1000,4,6,-1000,B,A,-1000,-1000
5,2,8,-1000,4,6,-1000,B,A,-1000,-1000
5,2,9,-1000,4,1,-1000,B,A,-1000,-1000
5,2,10,-1000,9,6,-1000,B,A,-1000,-1000
5,2,11,-1000,4,6,-1000,B,A,-1000,-1000
5,2,12,-1000,4,6,-1000,B,A,-1000,-1000
5,2,13,-1000,4,6,-1000,B,A,-1000,-1000
5,2,14,-1000,4,6,-1000,B,A,-1000,-1000
5,2,15,-1000,9,1,-1000,B,A,-1000,-1000
5,2,16,-1000,9,6,-1000,B,A,-1000,-1000
5,2,17,-1000,4,6,-1000,B,A,-1000,-1000
5,2,18,-1000,4,6,-1000,B,A,-1000,-1000
5,2,19,-1000,4,6,-1000,B,A,-1000,-1000
5,2,20,-1000,4,1,-1000,B,A,-1000,-1000
5,2,21,-1000,4,6,-1000,B,A,-1000,-1000
5,2,22,-1000,4,6,-1000,B,A,-1000,-1000
5,2,23,-1000,4,6,-1000,B,A,-1000,-1000
5,2,24,-1000,9,6,-1000,B,A,-1000,-1000
5,2,25,-1000,4,1,-1000,B,A,-1000,-1000
5,2,26,-1000,4,6,-1000,B,A,-1000,-1000
5,2,27,-1000,4,1,-1000,B,A,-1000,-1000
5,2,28,-1000,4,6,-1000,B,A,-1000,-1000
5,2,29,-1000,4,6,-1000,B,A,-1000,-1000
5,2,30,-1000,9,6,-1000,B,A,-1000,-1000
5,3,1,left,4,6,6,B,A,0,1
5,3,2,right,4,6,4,B,A,1,0
5,3,3,left,9,6,6,B,A,0,1
5,3,4,left,4,6,6,B,A,0,1
5,3,5,right,4,1,4,B,A,1,0
5,3,6,right,4,6,4,B,A,1,0
5,3,7,left,4,6,6,B,A,0,1
5,3,8,right,4,6,4,B,A,1,0
5,3,9,right,4,6,4,B,A,1,0
5,3,10,left,4,6,6,B,A,0,1
5,3,11,left,4,6,6,B,A,0,1
5,3,12,left,4,6,6,B,A,0,1
5,3,13,left,4,6,6,B,A,0,1
5,3,14,left,4,6,6,B,A,0,1
5,3,15,left,4,6,6,B,A,0,1
5,3,16,left,4,6,6,B,A,0,1
5,3,17,left,4,6,6,B,A,0,1
5,3,18,left,4,6,6,B,A,0,1
5,3,19,left,4,6,6,B,A,0,1
5,3,20,left,4,6,6,B,A,0,1
5,3,21,left,4,6,6,B,A,0,1
5,3,22,left,4,1,1,B,A,0,1
5,3,23,left,9,6,6,B,A,0,1
5,3,24,right,4,6,4,B,A,1,0
5,3,25,left,4,6,6,B,A,0,1
5,3,26,left,4,6,6,B,A,0,1
5,3,27,left,4,6,6,B,A,0,1
5,3,28,left,4,6,6,B,A,0,1
5,3,29,left,4,6,6,B,A,0,1
5,3,30,left,4,6,6,B,A,0,1
5,4,1,left,9,6,9,A,B,1,0
5,4,2,left,9,1,9,A,B,1,0
5,4,3,left,4,6,4,A,B,1,0
5,4,4,left,4,6,4,A,B,1,0
5,4,5,right,4,6,6,A,B,0,1
5,4,6,right,9,6,6,A,B,0,1
